A0A AsB	彪炳
A0A DAA	彪蒙
A0A DnB	彪馬
A0A NHB	彪子
A0A SpC	彪壯
A0A icK	彪煥
A0A iyA	彪休
A0A jcC	彪悍
A0A jvA	彪形
A1F QuC	稟性
A1F ZwA	稟承
A4F EMA	貶低
A4F JtD	貶謫
A4F QaJ	貶損
A4F RHA	貶詞
A4F XwD	貶職
A4F YuD	貶斥
A4F dcI	貶官
A4F gFG	貶義
A4F hwX	貶抑
A9D AkB	法寶
A9D BrD	法拍
A9D CBD	法服
A9D CNC	法幣
A9D CeC	法辦
A9D DXA	法文
A9D DaA	法門
A9D DnB	法碼/法馬
A9D DpB	法網
A9D DuQ	法名
A9D I2D	法拉
A9D IVI	法輪
A9D IcA	法蘭
A9D IkB	法老
A9D IqA	法郎
A9D LpA	法場
A9D NHB	法子
A9D QfC	法線
A9D XNC	法制/法製
A9D XuC	法政
A9D apA	法商
A9D awD	法式
A9D bVL	法術
A9D cFA	法兒
A9D dXI	法軍
A9D dnA	法家
A9D dsB	法警
A9D dxL	法國
A9D eLC	法庫
A9D exD	法克
A9D gOK	法外
A9D gZI	法源
A9D geB	法眼
A9D hHA	法醫
A9D huT	法益
A9D iTB	法海
A9D jaJ	法棍
A9D jqA	法航
A9D lfA	法筵
AAD DXC	卜問
AAD LrD	卜宅
AAD RHA	卜辭
AAD XuA	卜征
AAD ZNC	卜筮
AAD d7D	卜甲
AAD dPK	卜卦
AAD daL	卜骨
AAD elK	卜課
AAD lpA	濮陽
ABA DAD	楓木
ABA GqA	楓糖
ABC ddC	諷諫
ABC lKC	諷喻/諷諭
ABD AaB	複本
ABD AfG	複變
ABD AkC	福報
ABD AvD	腹壁
ABD CXB	蝠鱝
ABD EOC	腹帶
ABD EvB	福鼎
ABD FAC	腹痛
ABD GGC	福地/腹地
ABD GTC	福袋
ABD GgA	福田
ABD GxD	福特
ABD I1A	福林
ABD IGC	福利/複利
ABD LrD	福澤
ABD NVC	福晉
ABD OuA	福清
ABD PfI	福泉
ABD QFA	福斯
ABD QTC	複賽
ABD QfC	複線
ABD QoB	複寫
ABD QuC	複姓
ABD QvA	福星
ABD R1D	複習
ABD RHA	複詞
ABD VeA	福山
ABD XyA	福州
ABD ZoB	複社
ABD aGJ	腹水
ABD awD	複式
ABD bVL	複述
ABD cFB	福爾
ABD dAC	福貢
ABD dGE	腹肌
ABD dKC	複句
ABD dZC	福建
ABD dlA	福柯
ABD dqA	福岡
ABD eEA	腹腔
ABD exD	福克
ABD fGA	腹鰭
ABD h1E	福音
ABD hPA	福娃
ABD hTA	腹哀
ABD hVC	複印
ABD hcA	福安
ABD iTB	福海
ABD ixD	腹黑
ADA gyA	犎牛
AEA ExD	邦德
AEA GvD	邦迪
AEA NHB	梆子
AEA djA	邦交
AEA dxL	邦國
AED IqD	駁落
AED NHB	駁子
AED P2D	駁雜
AED RHA	駁詞/駁辭
AED bfI	駁船
AED gFG	駁議
AED gcC	駁岸
AED kXK	駁運
AFA AGF	卑鄙
AFA H2A	卑南
AFA IzC	卑陋
AFA XwC	痺證
AFA aHA	卑詩
AFA e8D	卑怯
AFB IGC	俾利
AFB gMA	俾倪
AFC BqD	臂膊
AFC CqA	臂膀
AFC VnA	臂紗
AFC XpA	臂章
AFC hdI	臂彎
AFE DvA	碑銘
AFE F5D	碑帖
AFE GvA	碑亭
AFE PlK	碑座
AFE XHC	碑誌
AFE ZuD	碑石
AFE djC	碑珓
AFE exD	碑刻
AFE grD	碑額
AFE iLB	羆虎
AFF ExD	彼得
AFF gcC	彼岸
AGB NHB	秕子
AGB eqA	秕糠
